country,year,sex,suicides_no,population,gdp_for_year ($),gdp_per_capita ($)
Germany,1999,female,36929,6142470186,"1,949,953,934,034",24922
Germany,2000,male,82117,6178822593,"1,950,648,769,575",24874
Germany,2000,female,39866,6178822593,"1,950,648,769,575",24874
Germany,2001,male,89207,6215211986,"2,079,136,081,310",26441
Germany,2001,female,42837,6215211986,"2,079,136,081,310",26441
Germany,2002,male,96177,6251647395,"2,505,733,634,312",31816
Germany,2002,female,45896,6251647395,"2,505,733,634,312",31816
Germany,2003,male,103172,6288064767,"2,819,245,095,605",35772
Germany,2003,female,48869,6288064767,"2,819,245,095,605",35772
Germany,2004,male,109940,6324410627,"2,861,410,272,354",36289
Germany,2004,female,51664,6324410627,"2,861,410,272,354",36289
Germany,2005,male,116311,6360681367,"3,002,446,368,084",38088
Germany,2005,female,54403,6360681367,"3,002,446,368,084",38088
Germany,2006,male,122382,6396856114,"3,439,953,462,907",43667
Germany,2006,female,56947,6396856114,"3,439,953,462,907",43667
Germany,2007,male,128251,6432937605,"3,752,365,607,148",47702
Germany,2007,female,59344,6432937605,"3,752,365,607,148",47702
Germany,2008,male,134147,6468905393,"3,418,005,001,389",43570
Germany,2008,female,61758,6468905393,"3,418,005,001,389",43570
Germany,2009,male,140144,6504680654,"3,417,094,562,649",43614
Germany,2009,female,64131,6504680654,"3,417,094,562,649",43614
Germany,2010,male,146338,6540289041,"3,757,698,281,118",47947
Germany,2010,female,66690,6540289041,"3,757,698,281,118",47947
Germany,2011,male,152615,6575794111,"3,543,983,909,148",45142
Germany,2011,female,69192,6575794111,"3,543,983,909,148",45142
Germany,2012,male,158474,6611257827,"3,752,513,503,278",48563
Germany,2012,female,71799,6611257827,"3,752,513,503,278",48563
Germany,2013,male,164412,6645880025,"3,890,606,893,347",50167
Germany,2013,female,74434,6645880025,"3,890,606,893,347",50167
Germany,2014,male,170433,6680516417,"3,375,611,100,742",43201
Germany,2014,female,77022,6680516417,"3,375,611,100,742",43201
Germany,2015,male,176107,6715381488,"34,748,508,332",3561
Germany,2015,female,79707,6715381488,"34,748,508,332",3561
Hungary,1991,male,1276,6718435573,"38,724,945,368",3970
Hungary,1991,female,1113,6718435573,"38,724,945,368",3970
Hungary,1992,male,3898,6722913766,"40,119,073,326",4116
Hungary,1992,female,2174,6722913766,"40,119,073,326",4116
Hungary,1993,male,6313,6727392780,"43,160,392,124",4431
Hungary,1993,female,3153,6727392780,"43,160,392,124",4431
Hungary,1994,male,8748,6731866339,"46,418,916,500",4767
Hungary,1994,female,4051,6731866339,"46,418,916,500",4767
Hungary,1995,male,10941,6736328880,"46,659,796,773",4792
Hungary,1995,female,4942,6736328880,"46,659,796,773",4792
Hungary,1996,male,13207,6740781197,"47,290,180,589",4856
Hungary,1996,female,5858,6740781197,"47,290,180,589",4856
Hungary,1997,male,15294,6745223686,"48,770,466,839",5010
Hungary,1997,female,6683,6745223686,"48,770,466,839",5010
Hungary,1998,male,17524,6749654122,"49,170,434,391",5147
Hungary,1998,female,7460,6749654122,"49,170,434,391",5147
Hungary,1999,male,19770,6754008620,"47,310,623,887",4966
Hungary,1999,female,8238,6754008620,"47,310,623,887",4966
Hungary,2000,male,21961,6758345756,"53,821,315,066",5546
Hungary,2000,female,9044,6758345756,"53,821,315,066",5546
Hungary,2001,male,23967,6762736786,"67,716,887,203",6995
Hungary,2001,female,9740,6762736786,"67,716,887,203",6995
Hungary,2002,male,25905,6767109536,"85,324,771,841",8840
Hungary,2002,female,10387,6767109536,"85,324,771,841",8840
Hungary,2003,male,27829,6771462396,"104,066,609,518",10806
Hungary,2003,female,11027,6771462396,"104,066,609,518",10806
Hungary,2004,male,29654,6775797963,"113,035,361,317",11764
Hungary,2004,female,11682,6775797963,"113,035,361,317",11764
Hungary,2005,male,31411,6780118317,"115,295,199,392",12021
Hungary,2005,female,12275,6780118317,"115,295,199,392",12021
Hungary,2006,male,33068,6784426194,"139,850,794,387",14609
Hungary,2006,female,12875,6784426194,"139,850,794,387",14609
Hungary,2007,male,34695,6788722021,"157,998,423,132",16540
Hungary,2007,female,13446,6788722021,"157,998,423,132",16540
Hungary,2008,male,36342,6793005532,"130,593,960,612",13697
Hungary,2008,female,14012,6793005532,"130,593,960,612",13697
Hungary,2009,male,38029,6797278589,"130,922,638,689",13761
Hungary,2009,female,14571,6797278589,"130,922,638,689",13761
Hungary,2010,male,39729,6801541562,"140,782,064,609",14827
Hungary,2010,female,15118,6801541562,"140,782,064,609",14827
Hungary,2011,male,41375,6805795474,"127,856,647,108",13525
Hungary,2011,female,15692,6805795474,"127,856,647,108",13525
Hungary,2012,male,42945,6810043432,"135,215,704,419",14333
Hungary,2012,female,16238,6810043432,"135,215,704,419",14333
Hungary,2013,male,44331,6814282519,"140,118,140,455",14886
Hungary,2013,female,16743,6814282519,"140,118,140,455",14886
Hungary,2014,male,45630,6818511342,"122,879,042,002",13087
Hungary,2014,female,17190,6818511342,"122,879,042,002",13087
Hungary,2015,male,46798,6822728750,"125,816,640,421",13448
Hungary,2015,female,17669,6822728750,"125,816,640,421",13448
Hungary,2016,male,47899,6826433389,"450,725,816,043",8329
Hungary,2016,female,18115,6826433389,"450,725,816,043",8329
Italy,1985,male,1522,6846546489,"638,273,986,102",11762
Italy,1985,female,1388,6846546489,"638,273,986,102",11762
Italy,1986,male,4247,6871679489,"803,055,418,883",14756
Italy,1986,female,2786,6871679489,"803,055,418,883",14756
Italy,1987,male,6947,6896845289,"888,667,913,419",16282
Italy,1987,female,4039,6896845289,"888,667,913,419",16282
Italy,1988,male,9451,6922036789,"925,598,068,021",16922
Italy,1988,female,5325,6922036789,"925,598,068,021",16922
Italy,1989,male,12011,6947235489,"1,177,326,294,441",21472
Italy,1989,female,6543,6947235489,"1,177,326,294,441",21472
Italy,1990,male,14522,6972466889,"1,242,109,397,534",22805
Italy,1990,female,7764,6972466889,"1,242,109,397,534",22805
Italy,1991,male,17156,6997476689,"1,315,806,985,860",24297
Italy,1991,female,9011,6997476689,"1,315,806,985,860",24297
Italy,1992,male,19931,7022292463,"1,061,445,225,791",19605
Italy,1992,female,10215,7022292463,"1,061,445,225,791",19605
Italy,1993,male,22843,7047121834,"1,095,590,833,694",20235
Italy,1993,female,11396,7047121834,"1,095,590,833,694",20235
Italy,1994,male,25669,7071983160,"1,170,787,352,906",21625
Italy,1994,female,12521,7071983160,"1,170,787,352,906",21625
Italy,1995,male,28508,7096840728,"1,308,929,351,236",24172
Italy,1995,female,13660,7096840728,"1,308,929,351,236",24172
Italy,1996,male,31430,7121630647,"1,239,050,932,242",22869
Italy,1996,female,14891,7121630647,"1,239,050,932,242",22869
Italy,1997,male,34380,7146366429,"1,266,309,245,009",23342
Italy,1997,female,16038,7146366429,"1,266,309,245,009",23342
Italy,1998,male,37182,7171070600,"1,248,563,179,203",23002
Italy,1998,female,17094,7171070600,"1,248,563,179,203",23002
Italy,1999,male,39748,7195722249,"1,141,759,996,315",21027
Italy,1999,female,18104,7195722249,"1,141,759,996,315",21027
Italy,2000,male,42253,7220320090,"1,162,317,852,349",21392
Italy,2000,female,19150,7220320090,"1,162,317,852,349",21392
Italy,2001,male,44743,7244871733,"1,266,510,634,293",23227
Italy,2001,female,20130,7244871733,"1,266,510,634,293",23227
Italy,2002,male,47326,7269437431,"1,569,649,661,400",28572
Italy,2002,female,21054,7269437431,"1,569,649,661,400",28572
Italy,2003,male,49792,7294157523,"1,798,314,750,435",32704
Italy,2003,female,22051,7294157523,"1,798,314,750,435",32704
Italy,2004,male,52244,7318842417,"1,852,661,982,341",33536
Italy,2004,female,22991,7318842417,"1,852,661,982,341",33536
Italy,2005,male,54535,7343588538,"1,942,633,797,516",34578
Italy,2005,female,23930,7343588538,"1,942,633,797,516",34578
Italy,2006,male,56781,7368759774,"2,203,053,380,783",38935
Italy,2006,female,24789,7368759774,"2,203,053,380,783",38935
Italy,2007,male,59078,7394056143,"2,390,729,163,615",41935
Italy,2007,female,25653,7394056143,"2,390,729,163,615",41935
Italy,2008,male,61506,7419490176,"2,185,160,183,384",38101
Italy,2008,female,26560,7419490176,"2,185,160,183,384",38101
Italy,2009,male,63984,7445019964,"2,125,058,244,243",36869
Italy,2009,female,27441,7445019964,"2,125,058,244,243",36869
Italy,2010,male,66521,7470612748,"2,276,292,404,601",40210
Italy,2010,female,28302,7470612748,"2,276,292,404,601",40210
Italy,2011,male,69147,7495589823,"2,072,823,157,060",36497
Italy,2011,female,29165,7495589823,"2,072,823,157,060",36497
Italy,2012,male,71867,7520606808,"2,130,491,320,659",37050
Italy,2012,female,30098,7520606808,"2,130,491,320,659",37050
Italy,2013,male,74564,7545919167,"2,151,732,868,243",37035
Italy,2013,female,31066,7545919167,"2,151,732,868,243",37035
Italy,2014,male,77109,7571463193,"1,832,868,490,534",31537
Italy,2014,female,31998,7571463193,"1,832,868,490,534",31537
Italy,2015,male,79545,7596952376,"1,398,892,744,821",12401
Italy,2015,female,32881,7596952376,"1,398,892,744,821",12401
Japan,1985,male,13905,7650400176,"2,078,953,333,674",18288
Japan,1985,female,6459,7650400176,"2,078,953,333,674",18288
Japan,1986,male,28767,7704227176,"2,532,808,573,157",22137
Japan,1986,female,15593,7704227176,"2,532,808,573,157",22137
Japan,1987,male,42464,7758320176,"3,071,683,013,179",26687
Japan,1987,female,24113,7758320176,"3,071,683,013,179",26687
Japan,1988,male,55160,7812667176,"3,054,914,166,263",26389
Japan,1988,female,32603,7812667176,"3,054,914,166,263",26389
Japan,1989,male,66543,7867249176,"3,132,817,652,848",26949
Japan,1989,female,40770,7867249176,"3,132,817,652,848",26949
Japan,1990,male,77386,7921948376,"3,584,420,077,101",30688
Japan,1990,female,48524,7921948376,"3,584,420,077,101",30688
Japan,1991,male,88432,7976832376,"3,908,809,463,464",33320
Japan,1991,female,55904,7976832376,"3,908,809,463,464",33320
Japan,1992,male,100405,8031890376,"4,454,143,876,947",37832
Japan,1992,female,63264,8031890376,"4,454,143,876,947",37832
Japan,1993,male,112541,8087084376,"4,907,039,384,470",41563
Japan,1993,female,70223,8087084376,"4,907,039,384,470",41563
Japan,1994,male,125069,8142364376,"5,449,116,304,981",46043
Japan,1994,female,77075,8142364376,"5,449,116,304,981",46043
Japan,1995,male,137790,8197683076,"4,833,712,542,207",40693
Japan,1995,female,84245,8197683076,"4,833,712,542,207",40693
Japan,1996,male,151152,8253128076,"4,414,732,843,544",37080
Japan,1996,female,91511,8253128076,"4,414,732,843,544",37080
Japan,1997,male,165429,8308597076,"4,032,509,760,873",33791
Japan,1997,female,99085,8308597076,"4,032,509,760,873",33791
Japan,1998,male,185775,8364055076,"4,562,078,822,335",38164
Japan,1998,female,108465,8364055076,"4,562,078,822,335",38164
Japan,1999,male,206110,8419439076,"4,887,519,660,745",40813
Japan,1999,female,117451,8419439076,"4,887,519,660,745",40813
Japan,2000,male,219537,8463891420,"4,303,544,259,843",35843
Japan,2000,female,126025,8463891420,"4,303,544,259,843",35843
Japan,2001,male,232715,8508428420,"4,115,116,279,070",34239
Japan,2001,female,134289,8508428420,"4,115,116,279,070",34239
Japan,2002,male,246226,8552590420,"4,445,658,071,222",36926
Japan,2002,female,142537,8552590420,"4,445,658,071,222",36926
Japan,2003,male,261007,8596374420,"4,815,148,854,362",39960
Japan,2003,female,151228,8596374420,"4,815,148,854,362",39960
Japan,2004,male,274876,8639742420,"4,755,410,630,912",39412
Japan,2004,female,159498,8639742420,"4,755,410,630,912",39412
Japan,2005,male,288941,8682722018,"4,530,377,224,970",37534
Japan,2005,female,167797,8682722018,"4,530,377,224,970",37534
Japan,2006,male,302303,8725493018,"4,515,264,514,431",37408
Japan,2006,female,176283,8725493018,"4,515,264,514,431",37408
Japan,2007,male,315986,8768117018,"5,037,908,465,114",41773
Japan,2007,female,185081,8768117018,"5,037,908,465,114",41773
Japan,2008,male,329497,8810605018,"5,231,382,674,594",43415
Japan,2008,female,193749,8810605018,"5,231,382,674,594",43415
Japan,2009,male,343529,8852990018,"5,700,098,114,744",47059
Japan,2009,female,202257,8852990018,"5,700,098,114,744",47059
Japan,2010,male,356968,8895470146,"6,157,459,594,824",50919
Japan,2010,female,210763,8895470146,"6,157,459,594,824",50919
Japan,2011,male,369891,8937890146,"6,203,213,121,334",51379
Japan,2011,female,219748,8937890146,"6,203,213,121,334",51379
Japan,2012,male,386031,8990760146,"5,155,717,056,271",42781
Japan,2012,female,227684,8990760146,"5,155,717,056,271",42781
Japan,2013,male,401750,9043324146,"4,850,413,536,038",40328
Japan,2013,female,235594,9043324146,"4,850,413,536,038",40328
Japan,2014,male,416316,9095615146,"4,394,977,752,878",36510
Japan,2014,female,243131,9095615146,"4,394,977,752,878",36510
Japan,2015,male,430165,9147820457,"26,932,728,899",1823
Japan,2015,female,250077,9147820457,"26,932,728,899",1823
Kazakhstan,1990,male,1386,9153105157,"24,881,135,586",1664
Kazakhstan,1990,female,779,9153105157,"24,881,135,586",1664
Kazakhstan,1991,male,3698,9160217957,"24,906,939,560",1644
Kazakhstan,1991,female,1475,9160217957,"24,906,939,560",1644
Kazakhstan,1992,male,6205,9167429857,"23,409,027,476",1527
Kazakhstan,1992,female,2260,9167429857,"23,409,027,476",1527
Kazakhstan,1993,male,9318,9174730857,"21,250,839,258",1395
Kazakhstan,1993,female,3089,9174730857,"21,250,839,258",1395
Kazakhstan,1994,male,12468,9182015657,"20,374,307,047",1359
Kazakhstan,1994,female,3869,9182015657,"20,374,307,047",1359
Kazakhstan,1995,male,16298,9189170557,"21,035,357,833",1452
Kazakhstan,1995,female,4669,9189170557,"21,035,357,833",1452
Kazakhstan,1996,male,18664,9194419157,"22,165,932,063",1540
Kazakhstan,1996,female,5446,9194419157,"22,165,932,063",1540
Kazakhstan,1997,male,21805,9200556057,"22,135,245,413",1599
Kazakhstan,1997,female,6207,9200556057,"22,135,245,413",1599
Kazakhstan,1998,male,24697,9206429657,"16,870,817,135",1225
Kazakhstan,1998,female,6936,9206429657,"16,870,817,135",1225
Kazakhstan,1999,male,27458,9212303257,"18,291,990,619",1328
Kazakhstan,1999,female,7599,9212303257,"18,291,990,619",1328
Kazakhstan,2000,male,29613,9217102388,"22,152,694,162",1608
Kazakhstan,2000,female,8345,9217102388,"22,152,694,162",1608
Kazakhstan,2001,male,31813,9221894872,"24,636,593,223",1788
Kazakhstan,2001,female,9003,9221894872,"24,636,593,223",1788
Kazakhstan,2002,male,34793,9227792054,"30,833,699,703",2232
Kazakhstan,2002,female,9681,9227792054,"30,833,699,703",2232
Kazakhstan,2003,male,37488,9233267465,"43,151,647,003",3110
Kazakhstan,2003,female,10369,9233267465,"43,151,647,003",3110
Kazakhstan,2004,male,40223,9238752428,"57,123,671,734",4096
Kazakhstan,2004,female,11061,9238752428,"57,123,671,734",4096
Kazakhstan,2005,male,42624,9244254181,"81,003,884,545",5770
Kazakhstan,2005,female,11695,9244254181,"81,003,884,545",5770
Kazakhstan,2006,male,45081,9249780676,"104,849,886,826",7423
Kazakhstan,2006,female,12370,9249780676,"104,849,886,826",7423
Kazakhstan,2007,male,47582,9255325718,"133,441,612,247",9387
Kazakhstan,2007,female,13091,9255325718,"133,441,612,247",9387
Kazakhstan,2008,male,50726,9262001805,"115,308,661,143",8024
Kazakhstan,2008,female,13858,9262001805,"115,308,661,143",8024
Kazakhstan,2009,male,52998,9267603965,"148,047,348,241",10062
Kazakhstan,2009,female,14576,9267603965,"148,047,348,241",10062
Kazakhstan,2010,male,55890,9274530316,"192,626,507,972",12969
Kazakhstan,2010,female,15221,9274530316,"192,626,507,972",12969
Kazakhstan,2011,male,57905,9280288670,"207,998,568,866",13845
Kazakhstan,2011,female,15829,9280288670,"207,998,568,866",13845
Kazakhstan,2012,male,59866,9286095702,"236,634,552,078",15552
Kazakhstan,2012,female,16392,9286095702,"236,634,552,078",15552
Kazakhstan,2013,male,62625,9293242264,"221,415,572,820",14351
Kazakhstan,2013,female,17067,9293242264,"221,415,572,820",14351
Kazakhstan,2014,male,64099,9298519379,"184,388,432,149",11784
Kazakhstan,2014,female,17630,9298519379,"184,388,432,149",11784
Kazakhstan,2015,male,66369,9305865918,"2,674,000,000",715
Kazakhstan,2015,female,18160,9305865918,"2,674,000,000",715
Kyrgyzstan,1990,male,237,9307302818,"2,570,833,333",677
Kyrgyzstan,1990,female,147,9307302818,"2,570,833,333",677
Kyrgyzstan,1991,male,633,9309126818,"2,316,562,500",603
Kyrgyzstan,1991,female,280,9309126818,"2,316,562,500",603
Kyrgyzstan,1992,male,1004,9310976918,"2,028,295,455",528
Kyrgyzstan,1992,female,386,9310976918,"2,028,295,455",528
Kyrgyzstan,1993,male,1433,9312835018,"1,681,006,993",437
Kyrgyzstan,1993,female,507,9312835018,"1,681,006,993",437
Kyrgyzstan,1994,male,1914,9314702218,"1,661,018,519",425
Kyrgyzstan,1994,female,595,9314702218,"1,661,018,519",425
Kyrgyzstan,1995,male,2201,9316238518,"1,827,570,586",459
Kyrgyzstan,1995,female,733,9316238518,"1,827,570,586",459
Kyrgyzstan,1996,male,2512,9317997718,"1,767,864,036",435
Kyrgyzstan,1996,female,821,9317997718,"1,767,864,036",435
Kyrgyzstan,1997,male,2849,9319797518,"1,645,963,750",398
Kyrgyzstan,1997,female,908,9319797518,"1,645,963,750",398
Kyrgyzstan,1998,male,3191,9321640118,"1,249,062,025",291
Kyrgyzstan,1998,female,996,9321640118,"1,249,062,025",291
Kyrgyzstan,1999,male,3577,9323569618,"1,369,693,171",313
Kyrgyzstan,1999,female,1095,9323569618,"1,369,693,171",313
Kyrgyzstan,2000,male,3915,9325541865,"1,525,112,242",345
Kyrgyzstan,2000,female,1191,9325541865,"1,525,112,242",345
Kyrgyzstan,2001,male,4386,9327692335,"1,605,640,633",359
Kyrgyzstan,2001,female,1268,9327692335,"1,605,640,633",359
Kyrgyzstan,2002,male,4663,9329374909,"1,919,012,781",424
Kyrgyzstan,2002,female,1368,9329374909,"1,919,012,781",424
Kyrgyzstan,2003,male,4999,9331433389,"2,211,535,312",484
Kyrgyzstan,2003,female,1450,9331433389,"2,211,535,312",484
Kyrgyzstan,2004,male,5310,9333517612,"2,460,248,026",533
Kyrgyzstan,2004,female,1525,9333517612,"2,460,248,026",533
Kyrgyzstan,2005,male,5591,9335385973,"2,834,168,889",610
Kyrgyzstan,2005,female,1609,9335385973,"2,834,168,889",610
Kyrgyzstan,2006,male,5944,9337635711,"3,802,566,171",814
Kyrgyzstan,2006,female,1706,9337635711,"3,802,566,171",814
Kyrgyzstan,2007,male,6178,9339352438,"5,139,957,785",1096
Kyrgyzstan,2007,female,1822,9339352438,"5,139,957,785",1096
Kyrgyzstan,2008,male,6425,9341071327,"4,690,062,255",977
Kyrgyzstan,2008,female,1916,9341071327,"4,690,062,255",977
Kyrgyzstan,2009,male,6679,9343010596,"4,794,357,795",991
Kyrgyzstan,2009,female,2012,9343010596,"4,794,357,795",991
Kyrgyzstan,2010,male,6952,9344958237,"6,197,766,119",1273
Kyrgyzstan,2010,female,2117,9344958237,"6,197,766,119",1273
Kyrgyzstan,2011,male,7180,9346748819,"6,605,139,933",1339
Kyrgyzstan,2011,female,2225,9346748819,"6,605,139,933",1339
Kyrgyzstan,2012,male,7463,9348716698,"7,335,027,592",1463
Kyrgyzstan,2012,female,2347,9348716698,"7,335,027,592",1463
Kyrgyzstan,2013,male,7686,9350562853,"7,468,096,567",1465
Kyrgyzstan,2013,female,2444,9350562853,"7,468,096,567",1465
Kyrgyzstan,2014,male,7899,9352443445,"6,678,178,340",1285
Kyrgyzstan,2014,female,2547,9352443445,"6,678,178,340",1285
Kyrgyzstan,2015,male,8092,9354366082,"5,788,368,511",2438
Kyrgyzstan,2015,female,2637,9354366082,"5,788,368,511",2438
Latvia,1995,male,247,9354944082,"5,970,044,666",2526
Latvia,1995,female,199,9354944082,"5,970,044,666",2526
Latvia,1996,male,769,9355827082,"6,525,676,264",2771
Latvia,1996,female,380,9355827082,"6,525,676,264",2771
Latvia,1997,male,1440,9356880782,"7,174,985,107",3061
Latvia,1997,female,560,9356880782,"7,174,985,107",3061
Latvia,1998,male,1809,9357648982,"7,533,187,605",3228
Latvia,1998,female,721,9357648982,"7,533,187,605",3228
Latvia,1999,male,2371,9358693082,"7,937,758,980",3494
Latvia,1999,female,891,9358693082,"7,937,758,980",3494
Latvia,2000,male,2952,9359702816,"8,350,252,966",3724
Latvia,2000,female,1043,9359702816,"8,350,252,966",3724
Latvia,2001,male,3358,9360528945,"9,546,441,564",4311
Latvia,2001,female,1180,9360528945,"9,546,441,564",4311
Latvia,2002,male,3650,9361237462,"11,748,433,157",5364
Latvia,2002,female,1329,9361237462,"11,748,433,157",5364
Latvia,2003,male,4098,9362201997,"14,373,269,156",6644
Latvia,2003,female,1451,9362201997,"14,373,269,156",6644
Latvia,2004,male,4527,9363152369,"16,922,504,045",7916
Latvia,2004,female,1557,9363152369,"16,922,504,045",7916
Latvia,2005,male,4790,9363831880,"21,447,021,570",10139
Latvia,2005,female,1676,9363831880,"21,447,021,570",10139
Latvia,2006,male,5169,9364756731,"30,901,399,261",14758
Latvia,2006,female,1756,9364756731,"30,901,399,261",14758
Latvia,2007,male,5488,9365670994,"35,596,016,664",17217
Latvia,2007,female,1851,9365670994,"35,596,016,664",17217
Latvia,2008,male,5881,9366572226,"26,169,854,045",12890
Latvia,2008,female,1951,9366572226,"26,169,854,045",12890
Latvia,2009,male,6267,9367454210,"23,757,368,290",11951
Latvia,2009,female,2051,9367454210,"23,757,368,290",11951
Latvia,2010,male,6618,9368314071,"28,223,552,825",14447
Latvia,2010,female,2113,9368314071,"28,223,552,825",14447
Latvia,2011,male,6948,9369156443,"28,119,996,053",14558
Latvia,2011,female,2188,9369156443,"28,119,996,053",14558
Latvia,2012,male,7155,9369759171,"30,254,677,297",15820
Latvia,2012,female,2261,9369759171,"30,254,677,297",15820
Latvia,2013,male,7446,9370581451,"31,335,013,752",16544
Latvia,2013,female,2322,9370581451,"31,335,013,752",16544
Latvia,2014,male,7728,9371394426,"26,972,863,394",14382
Latvia,2014,female,2393,9371394426,"26,972,863,394",14382
Latvia,2015,male,8001,9372198230,"7,870,782,261",2324
Latvia,2015,female,2474,9372198230,"7,870,782,261",2324
Lithuania,1995,male,689,9373300236,"8,385,109,020",2484
Lithuania,1995,female,306,9373300236,"8,385,109,020",2484
Lithuania,1996,male,1413,9374439244,"10,120,274,493",3008
Lithuania,1996,female,640,9374439244,"10,120,274,493",3008
Lithuania,1997,male,2124,9375569452,"11,240,360,898",3354
Lithuania,1997,female,924,9375569452,"11,240,360,898",3354
Lithuania,1998,male,2852,9376689480,"10,972,878,636",3292
Lithuania,1998,female,1192,9376689480,"10,972,878,636",3292
Lithuania,1999,male,3545,9377795630,"11,539,211,480",3481
Lithuania,1999,female,1457,9377795630,"11,539,211,480",3481
Lithuania,2000,male,4267,9378887233,"12,252,498,921",3719
Lithuania,2000,female,1771,9378887233,"12,252,498,921",3719
Lithuania,2001,male,4963,9379964603,"14,278,357,284",4360
Lithuania,2001,female,2049,9379964603,"14,278,357,284",4360
Lithuania,2002,male,5659,9381028596,"18,802,576,988",5778
Lithuania,2002,female,2291,9381028596,"18,802,576,988",5778
Lithuania,2003,male,6329,9382079565,"22,649,930,576",7028
Lithuania,2003,female,2547,9382079565,"22,649,930,576",7028
Lithuania,2004,male,6962,9383115752,"26,125,575,942",8229
Lithuania,2004,female,2803,9383115752,"26,125,575,942",8229
Lithuania,2005,male,7757,9384313646,"30,216,060,233",9667
Lithuania,2005,female,3038,9384313646,"30,216,060,233",9667
Lithuania,2006,male,8372,9385487898,"39,738,180,077",12869
Lithuania,2006,female,3234,9385487898,"39,738,180,077",12869
Lithuania,2007,male,9000,9386644342,"47,850,551,149",15669
Lithuania,2007,female,3411,9386644342,"47,850,551,149",15669
Lithuania,2008,male,9517,9387606060,"37,440,673,478",12412
Lithuania,2008,female,3604,9387606060,"37,440,673,478",12412
Lithuania,2009,male,10041,9388552688,"37,120,517,694",12584
Lithuania,2009,female,3790,9388552688,"37,120,517,694",12584
Lithuania,2010,male,10651,9389643000,"43,476,873,413",15097
Lithuania,2010,female,3979,9389643000,"43,476,873,413",15097
Lithuania,2011,male,11119,9390541944,"42,848,195,256",15099
Lithuania,2011,female,4180,9390541944,"42,848,195,256",15099
Lithuania,2012,male,11551,9391428048,"46,417,340,375",16538
Lithuania,2012,female,4354,9391428048,"46,417,340,375",16538
Lithuania,2013,male,12056,9392307850,"48,516,371,721",17442
Lithuania,2013,female,4552,9392307850,"48,516,371,721",17442
Lithuania,2014,male,12753,9393502964,"41,508,609,233",15073
Lithuania,2014,female,4713,9393502964,"41,508,609,233",15073
Lithuania,2015,male,13413,9394683813,"42,773,029,835",15742
Lithuania,2015,female,4882,9394683813,"42,773,029,835",15742
Lithuania,2016,male,14028,9395707499,"184,472,557,415",2730
Lithuania,2016,female,5011,9395707499,"184,472,557,415",2730
Mexico,1985,male,1090,9426671499,"129,440,993,789",1873
Mexico,1985,female,265,9426671499,"129,440,993,789",1873
Mexico,1986,male,2465,9460733599,"140,263,387,027",2064
Mexico,1986,female,534,9460733599,"140,263,387,027",2064
Mexico,1987,male,3827,9494137599,"183,144,164,357",2630
Mexico,1987,female,819,9494137599,"183,144,164,357",2630
Mexico,1988,male,5190,9528364599,"222,977,046,516",3125
Mexico,1988,female,1099,9528364599,"222,977,046,516",3125
Mexico,1989,male,6687,9563422599,"262,709,948,091",3595
Mexico,1989,female,1384,9563422599,"262,709,948,091",3595
Mexico,1990,male,8248,9599309599,"314,454,015,372",4204
Mexico,1990,female,1662,9599309599,"314,454,015,372",4204
Mexico,1991,male,9964,9636027599,"363,609,163,462",4830
Mexico,1991,female,1976,9636027599,"363,609,163,462",4830
Mexico,1992,male,11768,9672682699,"500,736,065,605",6518
Mexico,1992,female,2314,9672682699,"500,736,065,605",6518
Mexico,1993,male,13684,9710073899,"527,813,238,126",6735
Mexico,1993,female,2645,9710073899,"527,813,238,126",6735
Mexico,1994,male,15779,9748201699,"360,073,909,244",4505
Mexico,1994,female,3038,9748201699,"360,073,909,244",4505
Mexico,1995,male,18102,9787064599,"410,975,595,310",4904
Mexico,1995,female,3481,9787064599,"410,975,595,310",4904
Mexico,1996,male,20501,9827843095,"500,413,483,109",5864
Mexico,1996,female,3975,9827843095,"500,413,483,109",5864
Mexico,1997,male,23203,9869361239,"526,502,129,378",6064
Mexico,1997,female,4514,9869361239,"526,502,129,378",6064
Mexico,1998,male,25888,9911596643,"600,232,874,043",6800
Mexico,1998,female,5024,9911596643,"600,232,874,043",6800
Mexico,1999,male,28598,9954531439,"707,906,744,575",7892
Mexico,1999,female,5532,9954531439,"707,906,744,575",7892
Mexico,2000,male,31412,9998151937,"756,706,300,590",8311
Mexico,2000,female,6069,9998151937,"756,706,300,590",8311
Mexico,2001,male,34339,10042419283,"772,106,378,935",8357
Mexico,2001,female,6741,10042419283,"772,106,378,935",8357
Mexico,2002,male,37385,10087322456,"729,336,319,677",7779
Mexico,2002,female,7397,10087322456,"729,336,319,677",7779
Mexico,2003,male,40610,10132870835,"782,240,601,985",8217
Mexico,2003,female,8091,10132870835,"782,240,601,985",8217
Mexico,2004,male,43851,10179101004,"877,476,221,382",9071
Mexico,2004,female,8766,10179101004,"877,476,221,382",9071
Mexico,2005,male,47241,10226068790,"975,387,131,716",9906
Mexico,2005,female,9496,10226068790,"975,387,131,716",9906
Mexico,2006,male,50623,10273850410,"1,052,696,282,279",10496
Mexico,2006,female,10205,10273850410,"1,052,696,282,279",10496
Mexico,2007,male,54010,10322503856,"1,109,989,038,339",10864
Mexico,2007,female,10967,10322503856,"1,109,989,038,339",10864
Mexico,2008,male,57647,10372064708,"900,045,362,045",8651
Mexico,2008,female,11827,10372064708,"900,045,362,045",8651
